House Vote #2 2019-01-03T15:15:00 - Election of the Speaker
person,state,district,vote,name,party
412724,TN,8,McCarthy,"Rep. David Kustoff [R, 2017-2024]",Republican
412725,TX,15,Pelosi,"Rep. Vicente Gonzalez [D, 2017-2022]",Democrat
412726,TX,19,McCarthy,"Rep. Jodey Arrington [R, 2017-2024]",Republican
412728,VA,4,Pelosi,"Rep. Donald McEachin [D, 2017-2022]",Democrat
412730,WA,7,Pelosi,"Rep. Pramila Jayapal [D, 2017-2024]",Democrat
412731,WI,8,McCarthy,"Rep. Mike Gallagher [R, 2017-2024]",Republican
412732,WY,0,McCarthy,"Rep. Liz Cheney [R, 2017-2022]",Republican
412735,KS,4,McCarthy,"Rep. Ron Estes [R, 2017-2024]",Republican
412736,MT,0,McCarthy,"Rep. Greg Gianforte [R, 2017-2020]",Republican
412738,SC,5,McCarthy,"Rep. Ralph Norman [R, 2017-2024]",Republican
412739,CA,34,Pelosi,"Rep. Jimmy Gomez [D, 2017-2024]",Democrat
412740,UT,3,McCarthy,"Rep. John Curtis [R, 2017-2024]",Republican
412744,PA,17,Kennedy,"Rep. Conor Lamb [D, 2019-2022]",Democrat
412745,AZ,8,McCarthy,"Rep. Debbie Lesko [R, 2018-2024]",Republican
412746,TX,27,McCarthy,"Rep. Michael Cloud [R, 2018-2024]",Republican
412747,OH,12,McCarthy,"Rep. Troy Balderson [R, 2018-2024]",Republican
412748,OK,1,McCarthy,"Rep. Kevin Hern [R, 2018-2024]",Republican
412749,NY,25,Pelosi,"Rep. Joseph Morelle [D, 2018-2024]",Democrat
412750,PA,5,Pelosi,"Rep. Mary Gay Scanlon [D, 2019-2024]",Democrat
412751,PA,7,Pelosi,"Rep. Susan Wild [D, 2019-2024]",Democrat
412753,AZ,9,Pelosi,"Rep. Greg Stanton [D, 2019-2022]",Democrat
412754,CA,10,Pelosi,"Rep. Josh Harder [D, 2019-2022]",Democrat
412755,CA,21,Pelosi,"Rep. TJ Cox [D, 2019-2020]",Democrat
412756,CA,25,Pelosi,"Rep. Katie Hill [D, 2019-2019]",Democrat
412757,CA,39,Pelosi,"Rep. Gilbert Cisneros [D, 2019-2020]",Democrat
412758,CA,45,Pelosi,"Rep. Katie Porter [D, 2019-2022]",Democrat
412759,CA,48,Pelosi,"Rep. Harley Rouda [D, 2019-2020]",Democrat
412760,CA,49,Pelosi,"Rep. Mike Levin [D, 2019-2024]",Democrat
412761,CO,2,Pelosi,"Rep. Joe Neguse [D, 2019-2024]",Democrat
412762,CO,6,Hon. Tammy Duckworth,"Rep. Jason Crow [D, 2019-2024]",Democrat
412763,CT,5,Pelosi,"Rep. Jahana Hayes [D, 2019-2024]",Democrat
412764,FL,6,McCarthy,"Rep. Michael Waltz [R, 2019-2024]",Republican
412765,FL,15,McCarthy,"Rep. Ross Spano [R, 2019-2020]",Republican
412766,FL,17,McCarthy,"Rep. Gregory Steube [R, 2019-2024]",Republican
412767,FL,26,Pelosi,"Rep. Debbie Mucarsel-Powell [D, 2019-2020]",Democrat
412768,FL,27,Pelosi,"Rep. Donna Shalala [D, 2019-2020]",Democrat
412769,GA,6,Pelosi,"Rep. Lucy McBath [D, 2019-2022]",Democrat
412771,IA,1,Pelosi,"Rep. Abby Finkenauer [D, 2019-2020]",Democrat
412772,IA,3,Pelosi,"Rep. Cynthia Axne [D, 2019-2022]",Democrat
412773,ID,1,McCarthy,"Rep. Russ Fulcher [R, 2019-2024]",Republican
412774,IL,4,Pelosi,"Rep. Jesús “Chuy” García [D, 2019-2024]",Democrat
412775,IL,6,Pelosi,"Rep. Sean Casten [D, 2019-2024]",Democrat
412776,IL,14,Pelosi,"Rep. Lauren Underwood [D, 2019-2024]",Democrat
412777,IN,4,McCarthy,"Rep. James Baird [R, 2019-2024]",Republican
412778,IN,6,McCarthy,"Rep. Greg Pence [R, 2019-2024]",Republican
412779,KS,2,McCarthy,"Rep. Steven Watkins [R, 2019-2020]",Republican
412780,KS,3,Pelosi,"Rep. Sharice Davids [D, 2019-2024]",Democrat
412781,MA,3,Pelosi,"Rep. Lori Trahan [D, 2019-2024]",Democrat
412782,MA,7,Pelosi,"Rep. Ayanna Pressley [D, 2019-2024]",Democrat
412783,MD,6,Pelosi,"Rep. David Trone [D, 2019-2024]",Democrat
412784,MI,8,Present,"Rep. Elissa Slotkin [D, 2019-2022]",Democrat
412785,MI,9,Pelosi,"Rep. Andy Levin [D, 2019-2022]",Democrat
412786,MI,11,Pelosi,"Rep. Haley Stevens [D, 2019-2024]",Democrat
412787,MI,13,Pelosi,"Rep. Rashida Tlaib [D, 2019-2022]",Democrat
412788,MN,1,McCarthy,"Rep. Jim Hagedorn [R, 2019-2022]",Republican
412789,MN,2,Pelosi,"Rep. Angie Craig [D, 2019-2024]",Democrat
412790,MN,3,Pelosi,"Rep. Dean Phillips [D, 2019-2024]",Democrat
412791,MN,5,Pelosi,"Rep. Ilhan Omar [D, 2019-2024]",Democrat
412792,MN,8,McCarthy,"Rep. Pete Stauber [R, 2019-2024]",Republican
412793,MS,3,McCarthy,"Rep. Michael Guest [R, 2019-2024]",Republican
412794,ND,0,McCarthy,"Rep. Kelly Armstrong [R, 2019-2024]",Republican
412795,NH,1,Pelosi,"Rep. Chris Pappas [D, 2019-2024]",Democrat
412796,NJ,2,Present,"Rep. Jefferson Van Drew [R, 2019-2024]",Democrat
412797,NJ,3,Pelosi,"Rep. Andy Kim [D, 2019-2024]",Democrat
412798,NJ,7,Pelosi,"Rep. Tom Malinowski [D, 2019-2022]",Democrat
412799,NJ,11,Bustos,"Rep. Mikie Sherrill [D, 2019-2024]",Democrat
412800,NM,1,Pelosi,"Rep. Debra Haaland [D, 2019-2021]",Democrat
412801,NM,2,Pelosi,"Rep. Xochitl Torres Small [D, 2019-2020]",Democrat
412802,NV,3,Pelosi,"Rep. Susie Lee [D, 2019-2024]",Democrat
412803,NY,11,Hon. Tammy Duckworth,"Rep. Max Rose [D, 2019-2020]",Democrat
412804,NY,14,Pelosi,"Rep. Alexandria Ocasio-Cortez [D, 2019-2024]",Democrat
412805,NY,19,Pelosi,"Rep. Antonio Delgado [D, 2019-2022]",Democrat
412806,NY,22,Joseph Biden,"Rep. Anthony Brindisi [D, 2019-2020]",Democrat
412807,OH,16,McCarthy,"Rep. Anthony Gonzalez [R, 2019-2022]",Republican
412808,OK,5,Pelosi,"Rep. Kendra Horn [D, 2019-2020]",Democrat
412809,PA,4,Pelosi,"Rep. Madeleine Dean [D, 2019-2024]",Democrat
412810,PA,6,Pelosi,"Rep. Chrissy Houlahan [D, 2019-2024]",Democrat
412811,PA,9,McCarthy,"Rep. Daniel Meuser [R, 2019-2024]",Republican
412812,PA,13,McCarthy,"Rep. John Joyce [R, 2019-2024]",Republican
412813,PA,14,McCarthy,"Rep. Guy Reschenthaler [R, 2019-2024]",Republican
412814,SC,1,Bustos,"Rep. Joe Cunningham [D, 2019-2020]",Democrat
412815,SC,4,McCarthy,"Rep. William Timmons [R, 2019-2024]",Republican
412816,SD,0,McCarthy,"Rep. Dusty Johnson [R, 2019-2024]",Republican
412817,TN,2,McCarthy,"Rep. Tim Burchett [R, 2019-2024]",Republican
412818,TN,6,McCarthy,"Rep. John W. Rose [R, 2019-2024]",Republican
412819,TN,7,McCarthy,"Rep. Mark E. Green [R, 2019-2024]",Republican
412820,TX,2,McCarthy,"Rep. Dan Crenshaw [R, 2019-2024]",Republican
412821,TX,3,McCarthy,"Rep. Van Taylor [R, 2019-2022]",Republican
412822,TX,5,McCarthy,"Rep. Lance Gooden [R, 2019-2024]",Republican
412823,TX,6,McCarthy,"Rep. Ron Wright [R, 2019-2021]",Republican
412824,TX,7,Pelosi,"Rep. Lizzie Fletcher [D, 2019-2024]",Democrat
412825,TX,16,Pelosi,"Rep. Veronica Escobar [D, 2019-2024]",Democrat
412826,TX,21,McCarthy,"Rep. Chip Roy [R, 2019-2024]",Republican
412827,TX,29,Pelosi,"Rep. Sylvia Garcia [D, 2019-2024]",Democrat
412828,TX,32,Pelosi,"Rep. Colin Allred [D, 2019-2024]",Democrat
412829,UT,4,Murphy,"Rep. Ben McAdams [D, 2019-2020]",Democrat
412830,VA,2,Pelosi,"Rep. Elaine Luria [D, 2019-2022]",Democrat
412831,VA,5,McCarthy,"Rep. Denver Riggleman [R, 2019-2020]",Republican
412832,VA,6,McCarthy,"Rep. Ben Cline [R, 2019-2024]",Republican
412833,VA,7,Bustos,"Rep. Abigail Spanberger [D, 2019-2024]",Democrat
412834,VA,10,Pelosi,"Rep. Jennifer Wexton [D, 2019-2024]",Democrat
412835,WA,8,Pelosi,"Rep. Kim Schrier [D, 2019-2024]",Democrat
412836,WI,1,McCarthy,"Rep. Bryan Steil [R, 2019-2024]",Republican
412837,WV,3,McCarthy,"Rep. Carol Miller [R, 2019-2022]",Republican
412842,ME,2,Bustos,"Rep. Jared Golden [D, 2019-2024]",Democrat
